Keyword,Area,Universitas Terdekat,Nama,Alamat,Rating,Telepon,Website,Link,Latitude,Longitude
kos Sadang Serang Bandung,Sadang Serang,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Kost Putra Burger 9,"Jl. Burung Gereja No.9, Sadang Serang, Kecamatan Coblong, Kota Bandung, Jawa Barat 40133",,0838-1771-9633,,https://www.google.com/maps/place/Kost+Putra+Burger+9/data=!4m7!3m6!1s0x2e68e7c179f49b79:0x87b699c785436a95!8m2!3d-6.8963289!4d107.6204413!16s%2Fg%2F11gvzp5_4f!19sChIJeZv0ecHnaC4RlWpDhceZtoc?authuser=0&hl=id&rclk=1,,
kos Cisitu Bandung,Cisitu,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Kost Bumi Katineung - Khusus Putri,"Jl. Cisitu Lama No.36/160A, RT.05/RW.12, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135",,0818-0914-9043,,https://www.google.com/maps/place/Kost+Bumi+Katineung+-+Khusus+Putri/data=!4m7!3m6!1s0x2e68e73d9e668f2f:0x503a509454703b6e!8m2!3d-6.879545!4d107.6102328!16s%2Fg%2F11pc5x86f8!19sChIJL49mnj3naC4RbjtwVJRQOlA?authuser=0&hl=id&rclk=1,,
kos Sadang Serang Bandung,Sadang Serang,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Kost19 Residence,"Jl. Titiran No.19, Sadang Serang, Kecamatan Coblong, Kota Bandung, Jawa Barat 40133",,0812-2222-2368,,https://www.google.com/maps/place/Kost19+Residence/data=!4m7!3m6!1s0x2e68e7004ce77493:0x6a2d81fb77093f31!8m2!3d-6.8959653!4d107.619713!16s%2Fg%2F11vz760znj!19sChIJk3TnTADnaC4RMT8Jd_uBLWo?authuser=0&hl=id&rclk=1,,
kos Cisitu Bandung,Cisitu,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Kost Cisitu Indah 2 No. A4,"Jl. Cisitu Indah No.2, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135",,0852-9500-4413,,https://www.google.com/maps/place/Kost+Cisitu+Indah+2+No.+A4/data=!4m7!3m6!1s0x2e68e7d76c7b0e9d:0x7d05626a24583e4a!8m2!3d-6.8767385!4d107.6134728!16s%2Fg%2F11rsl2w7n0!19sChIJnQ57bNfnaC4RSj5YJGpiBX0?authuser=0&hl=id&rclk=1,,
kos Sekeloa Bandung,Sekeloa,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,"Kosan Sumantri (Sekeloa, Coblong)","Gg. Kubangsari XI Jl. Sekeloa Utara No.29-30, RT.06/RW.06, Sekeloa, Kecamatan Coblong, Kota Bandung, Jawa Barat 40134",,0818-227-404,,"https://www.google.com/maps/place/Kosan+Sumantri+%28Sekeloa,+Coblong%29/data=!4m7!3m6!1s0x2e68e7162fd22589:0x5a2d85c7a09e76ce!8m2!3d-6.8875341!4d107.6181018!16s%2Fg%2F11fwhh8778!19sChIJiSXSLxbnaC4RznaeoMeFLVo?authuser=0&hl=id&rclk=1",,
kos Sadang Serang Bandung,Sadang Serang,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Kost Pink 169A,"Jl. Titiran Dalam II No.169A, Sadang Serang, Kecamatan Coblong, Kota Bandung, Jawa Barat 40133",,0812-1021-6683,,https://www.google.com/maps/place/Kost+Pink+169A/data=!4m7!3m6!1s0x2e68e761de8f4eab:0xdfae533b272e919c!8m2!3d-6.895144!4d107.6201174!16s%2Fg%2F11s2435jw2!19sChIJq06P3mHnaC4RnJEuJztTrt8?authuser=0&hl=id&rclk=1,,
kos putri dekat UPI,Gegerkalong,UPI Setiabudi,Kosan Abadi,"4HPP+HF5, Jl. Abadi Raya, Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Barat 40153",,0812-2460-342,,https://www.google.com/maps/place/Kosan+Abadi/data=!4m7!3m6!1s0x2e68e6bcca510ce9:0x41b08b2f7a10b3ab!8m2!3d-6.863617!4d107.586239!16s%2Fg%2F11b6hwsl17!19sChIJ6QxRyrzmaC4Rq7MQei-LsEE?authuser=0&hl=id&rclk=1,,
kos Cisitu Bandung,Cisitu,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,putri kos,"Jl. Cisitu Baru No.Dalam, RW.5",3.7,,,https://www.google.com/maps/search/?api=1&query=putri%20kos&query_place_id=ChIJaTAiqPnmaC4RC_AscghsnK8,,
kos Dago / Dipatiukur Bandung,Dago / Dipatiukur,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Kos Putri Dago Asri,,4.3,+62 817-5141-184,,https://www.google.com/maps/search/?api=1&query=Kos%20Putri%20Dago%20Asri&query_place_id=ChIJW6NHIt7naC4RPeM238pqaxo,,
kos Dago / Dipatiukur Bandung,Dago / Dipatiukur,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Kos Putri White House,Jl. Dago Pojok I No.6,5,,,https://www.google.com/maps/search/?api=1&query=Kos%20Putri%20White%20House&query_place_id=ChIJIQUes-PmaC4RPkBeBFLvwZk,,
kos Tubagus Ismail Bandung,Tubagus Ismail,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,INFO-Kost,Jl. Tubagus Ismail,4.5,,,https://www.google.com/maps/search/?api=1&query=INFO-Kost&query_place_id=ChIJQ_iH2v7maC4RH1A70U_lv8A,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost putri tiga saudara,Blok A no 4,4.8,,,https://www.google.com/maps/search/?api=1&query=Kost%20putri%20tiga%20saudara&query_place_id=ChIJZVVsh1bnaC4RF60mBB-Rbpo,,
kos Sangkuriang Bandung,Sangkuriang,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Techno Kost,"Jl. Sangkuriang Dalam No.44/160A, RT.4/RW.12",4.9,,,https://www.google.com/maps/search/?api=1&query=Techno%20Kost&query_place_id=ChIJbTRcp8jnaC4RMHpVOzBrsOU,,
kost dekat ITB Ganesha,Cisitu,ITB Ganesha,CSI Kost Bandung,"Jl. Cisitu Indah VII No.15, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135",,0812-9280-7055,,https://www.google.com/maps/place/CSI+Kost+Bandung/data=!4m7!3m6!1s0x2e68e70a77c1fa9d:0xfd77b757e756314d!8m2!3d-6.8748666!4d107.6143671!16s%2Fg%2F11mhxycq3_!19sChIJnfrBdwrnaC4RTTFW51e3d_0?authuser=0&hl=id&rclk=1,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kos Putri Griya 33,"Jl. Griya Cempaka Arum Jl. Ali Bin Abi Tholib No.33 Blk G1, RT.03/Rw05",,+62 815-7209-0934,,https://www.google.com/maps/search/?api=1&query=Kos%20Putri%20Griya%2033&query_place_id=ChIJQzSC5EjDaC4RA6c7xUzQvbI,,
kos Tamansari Bandung,Tamansari,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Kost Ibu Juartini Tamansari 42/56,Jl. Kebun Binatang Jl. Tamansari No.42/56 RT 04/07,3.4,,,https://www.google.com/maps/search/?api=1&query=Kost%20Ibu%20Juartini%20Tamansari%2042%2F56&query_place_id=ChIJ-_fsIxPnaC4RcTCa2kt5Epg,,
kos Dago / Dipatiukur Bandung,Dago / Dipatiukur,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Kos Putri Imam Bonjol Dago,Jl. Imam Bonjol No.18,4.6,,,https://www.google.com/maps/search/?api=1&query=Kos%20Putri%20Imam%20Bonjol%20Dago&query_place_id=ChIJ60i0b8jnaC4RIT9QZJ5QFo0,,
kos Tamansari Bandung,Tamansari,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,kost Putri ibu Ema,"Jl. Pelesiran, no.120B, Gg. Abahwinata 56, RT.01/RW.06",4.3,,,https://www.google.com/maps/search/?api=1&query=kost%20Putri%20ibu%20Ema&query_place_id=ChIJp7sc8VrmaC4RMEi64Xx_AtM,,
kos Sekeloa Bandung,Sekeloa,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Kosan Putra Bpk Paino,Jl. Sekeloa Jl. Kubang Sari IV No.7,3.7,,,https://www.google.com/maps/search/?api=1&query=Kosan%20Putra%20Bpk%20Paino&query_place_id=ChIJk91hHQ_naC4RkVJC6wwYVIc,,
kos Cisitu Bandung,Cisitu,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Rumah Kost 35,Jl. Cisitu Baru No.35,4.5,,,https://www.google.com/maps/search/?api=1&query=Rumah%20Kost%2035&query_place_id=ChIJkfU8kkznaC4RfGjNQWA6xuI,,
kos Cisitu Bandung,Cisitu,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,KOST PUTRI HABIBIE,Gg. Cisitu Lama II No.128,4.9,,,https://www.google.com/maps/search/?api=1&query=KOST%20PUTRI%20HABIBIE&query_place_id=ChIJr6S2rfDnaC4Rlv07EUudeZA,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost Putra Jl. Ciung 5 Bandung,Jl. Ciung No.5,,+62 818-8286-0306,,https://www.google.com/maps/search/?api=1&query=Kost%20Putra%20Jl.%20Ciung%205%20Bandung&query_place_id=ChIJl4wCGwDnaC4Rhzn4CC9bUlI,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost Putri Ciheulang 91,Jl. Ciheulang No.91,5,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putri%20Ciheulang%2091&query_place_id=ChIJy_koXyXnaC4R1u2e5_FwwYY,,
kos Kanayakan Bandung,Kanayakan,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,kost putri,Jl. Kanayakan No.39,5,,,https://www.google.com/maps/search/?api=1&query=kost%20putri&query_place_id=ChIJxZULDXnnaC4RzlP2f5K-JrE,,
kos Tamansari Bandung,Tamansari,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Kosan Putra Palm Palace,Jl. Pelesiran No.9,5,,,https://www.google.com/maps/search/?api=1&query=Kosan%20Putra%20Palm%20Palace&query_place_id=ChIJmzzWCiXnaC4RLDscFPxxkDw,,
kos Cisitu Bandung,Cisitu,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Zhafran Kos Putra,Jl. Cisitu Baru No.65,,+62 812-2018-3189,,https://www.google.com/maps/search/?api=1&query=Zhafran%20Kos%20Putra&query_place_id=ChIJcccG4gnnaC4RUVDYN8y8p_I,,
kos Sukajadi / Pasteur Bandung,Sukajadi / Pasteur,Maranatha / ITB Ganesha,Kos Ibu Halimah Terima Kos Putra/Putri Harian/Bulanan,Jl. Sukagalih Jl. Sederhana No.19,3.2,,,https://www.google.com/maps/search/?api=1&query=Kos%20Ibu%20Halimah%20Terima%20Kos%20Putra%2FPutri%20Harian%2FBulanan&query_place_id=ChIJo_N4swvnaC4ReCHBIUGOH8A,,
kos Cisitu Bandung,Cisitu,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Kost Putra Muslim,"4J96+4PG, Jl. Cisitu Lama",5,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putra%20Muslim&query_place_id=ChIJBUPPbwDnaC4RF7DsPgH3FEI,,
kos Dago / Dipatiukur Bandung,Dago / Dipatiukur,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,KOST PUTRI DagoAsri III H8 (datang langsung),"Komp. Dago Asri 4, Jl. Dago Asri Raya Jl. Dago Asri III No.H-8",4.8,,,https://www.google.com/maps/search/?api=1&query=KOST%20PUTRI%20DagoAsri%20III%20H8%20(datang%20langsung)&query_place_id=ChIJq98efojnaC4RQAAV6sQ4WXU,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kos putri C-5 Haurpancuh II,"4J59+3JH, Jl. Haurpancuh",5,,,https://www.google.com/maps/search/?api=1&query=Kos%20putri%20C-5%20Haurpancuh%20II&query_place_id=ChIJcUHN2F7naC4RuFRQDUCj5JE,,
kos Cisitu Bandung,Cisitu,ITB Ganesha,Kost e Akhmadi ITB,Gg. Cisitu Lama IV No.154,4.6,,,https://www.google.com/maps/search/?api=1&query=Kost%20e%20Akhmadi%20ITB&query_place_id=ChIJ-7qlGq7naC4RMQlqTAorQY4,,
kos Gegerkalong / Setiabudi Bandung,Gegerkalong / Setiabudi,UPI Setiabudi / POLBAN,Kost Pa Agus,"Jl. Gegerkalong Girang No.47 G 6, RT.6/RW.3",4.6,,,https://www.google.com/maps/search/?api=1&query=Kost%20Pa%20Agus&query_place_id=ChIJCS_c9Z_naC4Rx8E7_pPBxkU,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost Putri,Jl. Manisi No.45,4.2,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putri&query_place_id=ChIJnaIQZyjDaC4RsXePF6eFwpM,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,kost putri,Jl. Muararajeun Baru No.20,5,,,https://www.google.com/maps/search/?api=1&query=kost%20putri&query_place_id=ChIJXdp7ULbnaC4RVM8euNI-nak,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost putra ciheulang no.89,Jl. Ciheulang No.75E,5,,,https://www.google.com/maps/search/?api=1&query=Kost%20putra%20ciheulang%20no.89&query_place_id=ChIJO3eWQADnaC4Rclk7ecZUzSg,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost putri pak hendi,"3P57+QW2, Jalan Raya",4,,,https://www.google.com/maps/search/?api=1&query=Kost%20putri%20pak%20hendi&query_place_id=ChIJFVdzgdDDaC4R0RjuWRmfj_I,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,KOST PUTRI TENDA BIRU MANISI,"Samping Indomart Manisi, Jl. Manisi No.7a",4.2,,,https://www.google.com/maps/search/?api=1&query=KOST%20PUTRI%20TENDA%20BIRU%20MANISI&query_place_id=ChIJI_1xYinDaC4RQXSrTIzrQS8,,
kos Gegerkalong / Setiabudi Bandung,Gegerkalong / Setiabudi,UPI Setiabudi / POLBAN,Kost Letter U,Jl. Dr. Setiabudi No.165d,4.3,,,https://www.google.com/maps/search/?api=1&query=Kost%20Letter%20U&query_place_id=ChIJ20YgMgHnaC4Rz6gnTKKin8s,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kosan Rahima,Jl. Teratai VII No.17,5,,,https://www.google.com/maps/search/?api=1&query=Kosan%20Rahima&query_place_id=ChIJlQaGGwDDaC4RCRhkgdgXpl8,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost Putra Aspirasi,3P55+RM7,5,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putra%20Aspirasi&query_place_id=ChIJg0EqRQDDaC4R0EI0Yz_DCKM,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost Ibu. Diah,"Taman Cipadung Indah Jl. Aditya No.A26a, RT.008/RW.001",4.2,,,https://www.google.com/maps/search/?api=1&query=Kost%20Ibu.%20Diah&query_place_id=ChIJZVlVoMbDaC4RWTocSTiKz7I,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost Putri Teratai,Jl. Teratai IV No.10,5,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putri%20Teratai&query_place_id=ChIJjTqSXw3DaC4RQiAkKj0Qtz4,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost Putra Ciheulang 103,Jl. Ciheulang No.103,5,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putra%20Ciheulang%20103&query_place_id=ChIJM3rsPdTnaC4R6LukjrNefDY,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,KOST PUTRA,4J2F+CJP,5,,,https://www.google.com/maps/search/?api=1&query=KOST%20PUTRA&query_place_id=ChIJ7ZWPZQDnaC4RBOkbnPRSgEM,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kos Putri Pondokan Ambu,3P68+2HC,5,,,https://www.google.com/maps/search/?api=1&query=Kos%20Putri%20Pondokan%20Ambu&query_place_id=ChIJ0QacO3XDaC4RD9mxuwbUkl0,,
kos Kanayakan Bandung,Kanayakan,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Kos Putri Bumi Afiyah,Jl. Kanayakan Dalam No.3,4.1,,,https://www.google.com/maps/search/?api=1&query=Kos%20Putri%20Bumi%20Afiyah&query_place_id=ChIJkYEHnHjnaC4RMf2pK527Scc,,
kos Dago / Dipatiukur Bandung,Dago / Dipatiukur,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Kosbiru - Kost Putri Dago,Jl. Terusan Bukit Dago Selatan No.7b,4.8,,,https://www.google.com/maps/search/?api=1&query=Kosbiru%20-%20Kost%20Putri%20Dago&query_place_id=ChIJOVt2xePmaC4RWJNxqdEz_zY,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Rumah Kost Bu Engkay,Jl. Karang Tineung Indah Dalam Gg. Pa Elas No.39E,5,,,https://www.google.com/maps/search/?api=1&query=Rumah%20Kost%20Bu%20Engkay&query_place_id=ChIJ15euHQLnaC4Rene-4v1Yugs,,
kos Cibiru / Panyileukan Bandung,Cibiru / Panyileukan,UIN Sunan Gunung Djati,B Kost Putri Panyileukan,,4.5,+62 819-1050-7372,,https://www.google.com/maps/search/?api=1&query=B%20Kost%20Putri%20Panyileukan&query_place_id=ChIJ7w6DPN_CaC4RKBpj8zq97DQ,,
kos Cisitu Bandung,Cisitu,ITB Ganesha,KOST ANAK ITB PUTRI,"4J96+FWH, Gg. Cisitu Lama III",5,,,https://www.google.com/maps/search/?api=1&query=KOST%20ANAK%20ITB%20PUTRI&query_place_id=ChIJ7y-nkPjnaC4RabJxXGihfBE,,
kos Dago / Dipatiukur Bandung,Dago / Dipatiukur,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Kost Pondok 9,belakang Jl. Dagopojok No.44,4.9,,,https://www.google.com/maps/search/?api=1&query=Kost%20Pondok%209&query_place_id=ChIJrb2paC_naC4RUhfRQzmQAIM,,
kos Sangkuriang Bandung,Sangkuriang,ITB Ganesha,Asrama Sangkuriang ITB,Jl. Sangkuriang Dalam No.60/160A,4.6,,,https://www.google.com/maps/search/?api=1&query=Asrama%20Sangkuriang%20ITB&query_place_id=ChIJE6p0wvnmaC4R9vwYjdGsKNQ,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kos Putri Bidan Onih,Jl. Karang Arum No.8,4.7,,,https://www.google.com/maps/search/?api=1&query=Kos%20Putri%20Bidan%20Onih&query_place_id=ChIJkYiCLgDnaC4Ru26sETJq3mM,,
kos Tamansari Bandung,Tamansari,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Kos Puteri Bumi Hejo,Jl. Tamansari No.15,3.2,,,https://www.google.com/maps/search/?api=1&query=Kos%20Puteri%20Bumi%20Hejo&query_place_id=ChIJBWfnxUXmaC4R5c8p_fDAX3w,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost Putri The Sally's,"Gg. Eme No.2, RT.006/RW.004",4.5,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putri%20The%20Sally's&query_place_id=ChIJrfulbGfmaC4R9J2aL42rX9M,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kos Putri,Jl. Giringsing No.10,5,,,https://www.google.com/maps/search/?api=1&query=Kos%20Putri&query_place_id=ChIJH5I83uDnaC4RWvwI7eIFeh8,,
kos Dago / Dipatiukur Bandung,Dago / Dipatiukur,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Kos Putri Dago Pojok,Jl. Terusan Bukit Dago Selatan No.29A,5,,,https://www.google.com/maps/search/?api=1&query=Kos%20Putri%20Dago%20Pojok&query_place_id=ChIJvasqQADnaC4Rnev7hVW5YdM,,
kos Tubagus Ismail Bandung,Tubagus Ismail,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Kos khusus putri,Jl. Tubagus Ismail VIII No.46,,+62 858-8078-7799,,https://www.google.com/maps/search/?api=1&query=Kos%20khusus%20putri&query_place_id=ChIJpXoREBXnaC4RV6YoVMFx0kM,,
kos Cisitu Bandung,Cisitu,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Kost Cisitu 21/160C,"Jl. Cisitu Indah Baru No.234, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135",,,,https://www.google.com/maps/place/Kost+Cisitu+21%2F160C/data=!4m7!3m6!1s0x2e68e7fd7404a8db:0x93e836454938e120!8m2!3d-6.877793!4d107.6120757!16s%2Fg%2F11tp9lnw4n!19sChIJ26gEdP3naC4RIOE4SUU26JM?authuser=0&hl=id&rclk=1,,
kos Gegerkalong Bandung,Gegerkalong,UPI Setiabudi / POLBAN,Kos Rumah Pink,"No Jl. Gegerkalong Tengah No.94/174a, Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Barat 40153",,,,https://www.google.com/maps/place/Kos+Rumah+Pink/data=!4m7!3m6!1s0x2e68e695d86394dd:0x9dce2b9f31e7bc4a!8m2!3d-6.8689078!4d107.5920027!16s%2Fg%2F11bwkgcjcl!19sChIJ3ZRj2JXmaC4RSrznMZ8rzp0?authuser=0&hl=id&rclk=1,,
kost dekat ITB Ganesha,Cisitu,ITB Ganesha,Kost Progressio,"Jl. Cisitu Indah Baru No.5, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135",,,,https://www.google.com/maps/place/Kost+Progressio/data=!4m7!3m6!1s0x2e68e7afb9d95e51:0xfc4a7d477d5521e0!8m2!3d-6.8775083!4d107.6125201!16s%2Fg%2F11jv8tnc4j!19sChIJUV7Zua_naC4R4CFVfUd9Svw?authuser=0&hl=id&rclk=1,,
kos Gegerkalong Bandung,Gegerkalong,UPI Setiabudi / POLBAN,Kos Hikari,"4HPR+4V2, Jl. Gegerkalong Hilir, RT.5/RW.3, Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Barat 40153",,,,https://www.google.com/maps/place/Kos+Hikari/data=!4m7!3m6!1s0x2e68e700159391bf:0x7eeaf1b006793bf0!8m2!3d-6.8647406!4d107.5921449!16s%2Fg%2F11vm95vcl4!19sChIJv5GTFQDnaC4R8Dt5BrDx6n4?authuser=0&hl=id&rclk=1,,
kos Sadang Serang Bandung,Sadang Serang,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Kost Putri Bidadari Art,"4J4C+Q54, Sadang Serang, Kecamatan Coblong, Kota Bandung, Jawa Barat 40133",,,,https://www.google.com/maps/place/Kost+Putri+Bidadari+Art/data=!4m7!3m6!1s0x2e68e70a9a03e01d:0xcabc4334d0098d20!8m2!3d-6.8931218!4d107.6204536!16s%2Fg%2F11rp85tzk8!19sChIJHeADmgrnaC4RII0J0DRDvMo?authuser=0&hl=id&rclk=1,,
kos Tubagus Ismail Bandung,Sekeloa,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Rumah Kost 47 (khusus wanita),"Jl. Tubagus Ismail No.47, Sekeloa, Kecamatan Coblong, Kota Bandung, Jawa Barat 40134",,,,https://www.google.com/maps/place/Rumah+Kost+47+%28khusus+wanita%29/data=!4m7!3m6!1s0x2e68e6ffb924cde7:0xdffa1461649a482f!8m2!3d-6.8849051!4d107.6198244!16s%2Fg%2F1pzy4z_66!19sChIJ580kuf_maC4RL0iaZGEU-t8?authuser=0&hl=id&rclk=1,,
kos Sadang Serang Bandung,Sadang Serang,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,KOST PAK DAYAT,"Jl. Titimplik Dalam No.41 C, Sadang Serang, Kecamatan Coblong, Kota Bandung, Jawa Barat 40133",,,,https://www.google.com/maps/place/KOST+PAK+DAYAT/data=!4m7!3m6!1s0x2e68e7f28bc17c7b:0x7ec49e5530496528!8m2!3d-6.8938889!4d107.6219514!16s%2Fg%2F11fj6s02qt!19sChIJe3zBi_LnaC4RKGVJMFWexH4?authuser=0&hl=id&rclk=1,,
kos Sadang Serang Bandung,Sadang Serang,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,RINI KOST,"Jl. Pasir Kaliki Barat Gg. Bukit Reuma No.31 Rt06, RW.19, Sadang Serang, Kecamatan Coblong, Kota Bandung, Jawa Barat 40133",,,,https://www.google.com/maps/place/RINI+KOST/data=!4m7!3m6!1s0x2e68e70051aaeedb:0x76c277f73034e31d!8m2!3d-6.8916372!4d107.6275574!16s%2Fg%2F11ytjj_yf8!19sChIJ2-6qUQDnaC4RHeM0MPd3wnY?authuser=0&hl=id&rclk=1,,
kos Gegerkalong Bandung,Gegerkalong,UPI Setiabudi / POLBAN,Kost Eksklusif Pondok Asri,"Gg. H. Ridho No.54, Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Barat 40153",,,,https://www.google.com/maps/place/Kost+Eksklusif+Pondok+Asri/data=!4m7!3m6!1s0x2e68e7a4c0a0c2ad:0xe97534fe6f3a0c61!8m2!3d-6.8684691!4d107.592167!16s%2Fg%2F11sw0v97r5!19sChIJrcKgwKTnaC4RYQw6b_40dek?authuser=0&hl=id&rclk=1,,
kos Cisitu Bandung,Cisitu,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Kost Cili Corner,"Jl. Cisitu Indah III No.8, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135",,,,https://www.google.com/maps/place/Kost+Cili+Corner/data=!4m7!3m6!1s0x2e68e6e521195935:0xf6619f648ce73ee4!8m2!3d-6.8757049!4d107.6124293!16s%2Fg%2F11bxjkh8g0!19sChIJNVkZIeXmaC4R5D7njGSfYfY?authuser=0&hl=id&rclk=1,,
kos Gegerkalong Bandung,Gegerkalong,UPI Setiabudi / POLBAN,Kost Himawan,"4HJV+V6G, Gg. Puradinata, Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Barat 40153",,,,https://www.google.com/maps/place/Kost+Himawan/data=!4m7!3m6!1s0x2e68e765dea4e4ab:0x9859f3c3bcf6d978!8m2!3d-6.8678043!4d107.5930743!16s%2Fg%2F11swy1bqgy!19sChIJq-Sk3mXnaC4ReNn2vMPzWZg?authuser=0&hl=id&rclk=1,,
kos Sadang Serang Bandung,Sadang Serang,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Deri Kos,"Jl. Sadang Saip No.40, Sadang Serang, Kecamatan Coblong, Kota Bandung, Jawa Barat 40133",,,,https://www.google.com/maps/place/Deri+Kos/data=!4m7!3m6!1s0x2e68e7006adce9ed:0x224411512fd93333!8m2!3d-6.8947089!4d107.624134!16s%2Fg%2F11njljmthp!19sChIJ7encagDnaC4RMzPZL1ERRCI?authuser=0&hl=id&rclk=1,,
kos Cisitu Bandung,Cisitu,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,KOST 18B,"Gg. Cisitu Lama VIII No.154b, RT.07/RW.10, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135",,,,https://www.google.com/maps/place/KOST+18B/data=!4m7!3m6!1s0x2e68e730f3f1befd:0x7f39e1e9e96ede1e!8m2!3d-6.8797159!4d107.6130471!16s%2Fg%2F11jnqqjtft!19sChIJ_b7x8zDnaC4RHt5u6enhOX8?authuser=0&hl=id&rclk=1,,
kos Sadang Serang Bandung,Sadang Serang,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Kos gagak nomor 6,"4J4F+93V, Jl. Sadang Saip, Sadang Serang, Kecamatan Coblong, Kota Bandung, Jawa Barat 40133",,,,https://www.google.com/maps/place/Kos+gagak+nomor+6/data=!4m7!3m6!1s0x2e68e7005711f569:0xfccc8ba195bbc93f!8m2!3d-6.8940082!4d107.6226605!16s%2Fg%2F11wxwm8w15!19sChIJafURVwDnaC4RP8m7laGLzPw?authuser=0&hl=id&rclk=1,,
